"Area Name","Area Type","Year","Month","Seasonally Adjusted(Y/N)","Status","Labor Force","Employment","Unemployment","Unemployment Rate"
"Susanville city","Sub-County Place","2023","Annual","N","Final","3320","3150","170","5"
"Westwood CDP","Sub-County Place","2023","Annual","N","Final","220","190","30","12"
"Acton CDP","Sub-County Place","2023","Annual","N","Final","3500","3400","0","1.2"
"Agoura Hills city","Sub-County Place","2023","Annual","N","Final","9900","9400","500","5.2"
"Alhambra city","Sub-County Place","2023","Annual","N","Final","42700","40800","1900","4.5"
"Alondra Park CDP","Sub-County Place","2023","Annual","N","Final","4300","4200","100","2.6"
"Altadena CDP","Sub-County Place","2023","Annual","N","Final","21400","20300","1100","5.3"
"Arcadia city","Sub-County Place","2023","Annual","N","Final","25800","24700","1100","4.3"
"Artesia city","Sub-County Place","2023","Annual","N","Final","7700","7200","500","6.8"
"Avalon city","Sub-County Place","2023","Annual","N","Final","1900","1900","0","0"
"Avocado Heights CDP","Sub-County Place","2023","Annual","N","Final","6500","6100","400","6"
"Azusa city","Sub-County Place","2023","Annual","N","Final","26000","24800","1200","4.5"
"Baldwin Park city","Sub-County Place","2023","Annual","N","Final","34200","32600","1700","4.9"
"Bell city","Sub-County Place","2023","Annual","N","Final","14600","13900","700","5.1"
"Bell Gardens city","Sub-County Place","2023","Annual","N","Final","17100","16200","900","5.2"
"Bellflower city","Sub-County Place","2023","Annual","N","Final","38700","36900","1900","4.8"
"Beverly Hills city","Sub-County Place","2023","Annual","N","Final","15800","15000","800","4.9"
"Bradbury city","Sub-County Place","2023","Annual","N","Final","500","400","0","4.8"
"Burbank city","Sub-County Place","2023","Annual","N","Final","57400","53300","4200","7.3"
"Calabasas city","Sub-County Place","2023","Annual","N","Final","11500","10600","800","7.4"
"Carson city","Sub-County Place","2023","Annual","N","Final","46100","43900","2300","4.9"
"Cerritos city","Sub-County Place","2023","Annual","N","Final","22800","21800","1000","4.5"
"Charter Oak CDP","Sub-County Place","2023","Annual","N","Final","5200","4900","300","5.7"
"Citrus CDP","Sub-County Place","2023","Annual","N","Final","5700","5500","200","4.4"
"Claremont city","Sub-County Place","2023","Annual","N","Final","18000","17200","800","4.2"
"Commerce city","Sub-County Place","2023","Annual","N","Final","5500","5300","200","3.2"
"Compton city","Sub-County Place","2023","Annual","N","Final","43300","40900","2400","5.5"
"Covina city","Sub-County Place","2023","Annual","N","Final","27000","25800","1300","4.7"
"Cudahy city","Sub-County Place","2023","Annual","N","Final","9800","9300","500","4.9"
"Culver City city","Sub-County Place","2023","Annual","N","Final","22200","21000","1200","5.5"
"Del Aire CDP","Sub-County Place","2023","Annual","N","Final","5600","5400","200","3.5"
"Desert View Highlands CDP","Sub-County Place","2023","Annual","N","Final","1600","1500","100","5.2"
"Diamond Bar city","Sub-County Place","2023","Annual","N","Final","27200","26000","1200","4.3"
"Downey city","Sub-County Place","2023","Annual","N","Final","57600","55100","2500","4.4"
"Duarte city","Sub-County Place","2023","Annual","N","Final","11300","10800","500","4.5"
"East Los Angeles CDP","Sub-County Place","2023","Annual","N","Final","54900","52500","2400","4.3"
"East Pasadena CDP","Sub-County Place","2023","Annual","N","Final","2800","2700","0","1.5"
"East San Gabriel CDP","Sub-County Place","2023","Annual","N","Final","12000","11400","500","4.5"
"El Monte city","Sub-County Place","2023","Annual","N","Final","50300","48100","2300","4.5"
"El Segundo city","Sub-County Place","2023","Annual","N","Final","10100","9800","400","3.7"
"Florence Graham CDP","Sub-County Place","2023","Annual","N","Final","27100","25200","1900","7.2"
"Gardena city","Sub-County Place","2023","Annual","N","Final","31500","30000","1500","4.7"
"Glendale city","Sub-County Place","2023","Annual","N","Final","96000","90900","5100","5.3"
"Glendora city","Sub-County Place","2023","Annual","N","Final","24900","23800","1100","4.4"
"Hacienda Heights CDP","Sub-County Place","2023","Annual","N","Final","26900","25900","1000","3.5"
"Hawaiian Gardens city","Sub-County Place","2023","Annual","N","Final","6600","6400","200","3.6"
"Hawthorne city","Sub-County Place","2023","Annual","N","Final","43600","41500","2100","4.9"
"Hermosa Beach city","Sub-County Place","2023","Annual","N","Final","10800","10400","400","4"
"Hidden Hills city","Sub-County Place","2023","Annual","N","Final","900","900","0","3.3"
"Huntington Park city","Sub-County Place","2023","Annual","N","Final","25200","24000","1200","4.8"
"Industry city","Sub-County Place","2023","Annual","N","Final","100","100","0","8.6"
"Inglewood city","Sub-County Place","2023","Annual","N","Final","55100","52300","2800","5.2"
"Irwindale city","Sub-County Place","2023","Annual","N","Final","700","700","0","3.2"
"La Canada Flintridge city","Sub-County Place","2023","Annual","N","Final","8800","8500","300","3.4"
"La Crescenta Montrose CDP","Sub-County Place","2023","Annual","N","Final","10100","9500","600","5.6"
"La Habra Heights city","Sub-County Place","2023","Annual","N","Final","2800","2800","0","0.7"
"La Mirada city","Sub-County Place","2023","Annual","N","Final","23300","22300","1000","4.4"
"La Puente city","Sub-County Place","2023","Annual","N","Final","18600","17700","900","4.7"
"La Verne city","Sub-County Place","2023","Annual","N","Final","14500","13800","700","4.7"
"Ladera Heights CDP","Sub-County Place","2023","Annual","N","Final","3900","3700","100","3.3"
"Lake Los Angeles CDP","Sub-County Place","2023","Annual","N","Final","4300","4000","300","5.9"
"Lakewood city","Sub-County Place","2023","Annual","N","Final","42500","40600","1800","4.4"
"Lancaster city","Sub-County Place","2023","Annual","N","Final","69600","65100","4500","6.4"
"Lawndale city","Sub-County Place","2023","Annual","N","Final","17000","16300","700","4.1"
"Lennox CDP","Sub-County Place","2023","Annual","N","Final","10700","10300","500","4.2"
"Littlerock CDP","Sub-County Place","2023","Annual","N","Final","500","500","0","2.5"
"Lomita city","Sub-County Place","2023","Annual","N","Final","10900","10600","300","2.4"
"Long Beach city","Sub-County Place","2023","Annual","N","Final","243800","232300","11500","4.7"
"Los Angeles city","Sub-County Place","2023","Annual","N","Final","2067400","1957400","110000","5.3"
"Lynwood city","Sub-County Place","2023","Annual","N","Final","28900","27400","1500","5.2"
"Malibu city","Sub-County Place","2023","Annual","N","Final","4700","4400","200","5.4"
"Manhattan Beach city","Sub-County Place","2023","Annual","N","Final","16300","15600","700","4.5"
"Marina del Rey CDP","Sub-County Place","2023","Annual","N","Final","7000","6500","600","8.3"
"Mayflower Village CDP","Sub-County Place","2023","Annual","N","Final","2700","2600","100","2.3"
"Maywood city","Sub-County Place","2023","Annual","N","Final","11400","10800","600","4.8"
"Monrovia city","Sub-County Place","2023","Annual","N","Final","19900","19000","900","4.5"
"Montebello city","Sub-County Place","2023","Annual","N","Final","30600","29100","1400","4.7"
"Monterey Park city","Sub-County Place","2023","Annual","N","Final","28400","27200","1200","4.3"
"North El Monte CDP","Sub-County Place","2023","Annual","N","Final","2300","2300","0","1.5"
"Norwalk city","Sub-County Place","2023","Annual","N","Final","49900","47600","2300","4.6"
"Palmdale city","Sub-County Place","2023","Annual","N","Final","73000","68700","4300","5.9"
"Palos Verdes Estates city","Sub-County Place","2023","Annual","N","Final","5500","5300","200","2.8"
"Paramount city","Sub-County Place","2023","Annual","N","Final","25900","24700","1200","4.6"
"Pasadena city","Sub-County Place","2023","Annual","N","Final","77200","73500","3700","4.8"
"Pico Rivera city","Sub-County Place","2023","Annual","N","Final","30100","28600","1500","4.8"
"Pomona city","Sub-County Place","2023","Annual","N","Final","72700","69000","3700","5.1"
"Quartz Hill CDP","Sub-County Place","2023","Annual","N","Final","4800","4600","200","4.7"
"Rancho Palos Verdes city","Sub-County Place","2023","Annual","N","Final","18200","17400","800","4.4"
"Redondo Beach city","Sub-County Place","2023","Annual","N","Final","38400","36700","1700","4.5"
"Rolling Hills city","Sub-County Place","2023","Annual","N","Final","600","600","0","2.4"
"Rolling Hills Estates city","Sub-County Place","2023","Annual","N","Final","3500","3300","200","4.6"
"Rosemead city","Sub-County Place","2023","Annual","N","Final","24600","23500","1100","4.4"
"Rowland Heights CDP","Sub-County Place","2023","Annual","N","Final","23300","22200","1200","4.9"
"San Dimas city","Sub-County Place","2023","Annual","N","Final","17000","16300","700","4.3"
"San Fernando city","Sub-County Place","2023","Annual","N","Final","12200","11600","600","5.1"
"San Gabriel city","Sub-County Place","2023","Annual","N","Final","20000","19200","800","4"
"San Marino city","Sub-County Place","2023","Annual","N","Final","5500","5400","200","2.9"
"Santa Clarita city","Sub-County Place","2023","Annual","N","Final","117400","111700","5700","4.9"
"Santa Fe Springs city","Sub-County Place","2023","Annual","N","Final","9400","9000","300","3.4"
"Santa Monica city","Sub-County Place","2023","Annual","N","Final","53400","50400","3000","5.6"
"Sierra Madre city","Sub-County Place","2023","Annual","N","Final","6100","6000","100","1.9"
"Signal Hill city","Sub-County Place","2023","Annual","N","Final","6600","6300","200","3.8"
"South El Monte city","Sub-County Place","2023","Annual","N","Final","8800","8300","500","5.4"
"South Gate city","Sub-County Place","2023","Annual","N","Final","45800","43600","2200","4.7"
"South Pasadena city","Sub-County Place","2023","Annual","N","Final","14900","14200","700","4.9"
"South San Gabriel CDP","Sub-County Place","2023","Annual","N","Final","4000","3800","100","3.2"
"South San Jose Hills CDP","Sub-County Place","2023","Annual","N","Final","8800","8300","500","6.2"
"South Whittier CDP","Sub-County Place","2023","Annual","N","Final","28400","27400","1000","3.5"
"Temple City city","Sub-County Place","2023","Annual","N","Final","17400","16700","700","4.3"
"Torrance city","Sub-County Place","2023","Annual","N","Final","72500","69500","3000","4.1"
"Val Verde CDP","Sub-County Place","2023","Annual","N","Final","1500","1400","100","4.3"
"Valinda CDP","Sub-County Place","2023","Annual","N","Final","11500","11100","400","3.5"
"Vernon city","Sub-County Place","2023","Annual","N","Final","100","100","0","5.8"
"View Park Windsor Hills CDP","Sub-County Place","2023","Annual","N","Final","6200","5800","400","7"
"Walnut city","Sub-County Place","2023","Annual","N","Final","13200","12600","600","4.3"
"Walnut Park CDP","Sub-County Place","2023","Annual","N","Final","7300","6800","500","6.4"
"West Athens CDP","Sub-County Place","2023","Annual","N","Final","4100","3800","300","8.5"
"West Carson CDP","Sub-County Place","2023","Annual","N","Final","11600","11100","400","3.6"
"West Covina city","Sub-County Place","2023","Annual","N","Final","54800","52300","2500","4.5"
"West Hollywood city","Sub-County Place","2023","Annual","N","Final","25500","23800","1700","6.7"
"West Puente Valley CDP","Sub-County Place","2023","Annual","N","Final","10400","10000","500","4.6"
"West Whittier Los Nietos CDP","Sub-County Place","2023","Annual","N","Final","12200","11800","300","2.7"
"Westlake Village city","Sub-County Place","2023","Annual","N","Final","3600","3600","100","2.4"
"Westmont CDP","Sub-County Place","2023","Annual","N","Final","14700","13400","1200","8.5"
"Whittier city","Sub-County Place","2023","Annual","N","Final","42200","40100","2000","4.8"
"Willowbrook CDP","Sub-County Place","2023","Annual","N","Final","9700","8800","900","9.6"
"Bonadelle Ranchos Madera Ranchos CDP","Sub-County Place","2023","Annual","N","Final","2700","2600","100","3.5"
"Chowchilla city","Sub-County Place","2023","Annual","N","Final","5700","5300","300","6.1"
"Madera Acres CDP","Sub-County Place","2023","Annual","N","Final","4100","3900","200","5.3"
"Madera city","Sub-County Place","2023","Annual","N","Final","29900","27600","2300","7.8"
"Oakhurst CDP","Sub-County Place","2023","Annual","N","Final","2600","2400","100","4.9"
"Parksdale CDP","Sub-County Place","2023","Annual","N","Final","1200","1000","200","14"
"Parkwood CDP","Sub-County Place","2023","Annual","N","Final","900","800","100","14"
"Yosemite Lakes CDP","Sub-County Place","2023","Annual","N","Final","2500","2400","100","3.3"
"Bootjack CDP","Sub-County Place","2023","Annual","N","Final","210","200","0","1.4"
"Mariposa CDP","Sub-County Place","2023","Annual","N","Final","340","300","50","13.4"
"Yosemite Valley CDP","Sub-County Place","2023","Annual","N","Final","1500","1430","80","5"
"Covelo CDP","Sub-County Place","2023","Annual","N","Final","410","350","60","15"
"Fort Bragg city","Sub-County Place","2023","Annual","N","Final","2440","2350","80","3.4"
"Laytonville CDP","Sub-County Place","2023","Annual","N","Final","240","230","10","4.2"
"Mendocino CDP","Sub-County Place","2023","Annual","N","Final","270","260","20","5.5"
"Point Arena city","Sub-County Place","2023","Annual","N","Final","450","440","10","3.1"
"Ukiah city","Sub-County Place","2023","Annual","N","Final","6990","6690","300","4.3"
"Willits city","Sub-County Place","2023","Annual","N","Final","1540","1440","100","6.2"
"Atwater city","Sub-County Place","2023","Annual","N","Final","13500","12400","1100","8.2"
"Delhi CDP","Sub-County Place","2023","Annual","N","Final","4800","4300","500","9.8"
"Dos Palos city","Sub-County Place","2023","Annual","N","Final","1900","1600","200","11.9"
"Gustine city","Sub-County Place","2023","Annual","N","Final","2400","2000","400","16.5"
"Hilmar Irwin CDP","Sub-County Place","2023","Annual","N","Final","2400","2200","200","8.2"
"Le Grand CDP","Sub-County Place","2023","Annual","N","Final","700","600","100","9.3"
"Livingston city","Sub-County Place","2023","Annual","N","Final","6700","6100","600","9"
"Los Banos city","Sub-County Place","2023","Annual","N","Final","19400","17300","2100","10.7"
"Merced city","Sub-County Place","2023","Annual","N","Final","38300","35400","2900","7.6"
"Planada CDP","Sub-County Place","2023","Annual","N","Final","1400","1300","100","7.2"
